factid,timeid,clientid,addressid,productid,orderid,orderlineid,SALES,DEALSIZE
619,19,0,619,600,19,544,2954.81,Small
620,20,10,10,600,468,620,3599.75,Medium
621,182,182,621,600,182,621,3686.54,Medium
622,364,16,622,600,364,622,2100.56,Small
623,23,42,623,600,184,623,3881.78,Medium
624,418,418,624,600,418,624,4509.12,Medium
625,185,20,625,600,185,625,3273.27,Medium
626,448,65,626,626,448,387,4432.7,Medium
627,162,162,627,626,162,627,4100.99,Medium
628,450,112,628,626,450,378,5274.72,Medium
629,451,51,51,626,451,629,4232,Medium
630,452,203,630,626,452,630,6145.44,Medium
631,453,52,631,626,453,309,4680.2,Medium
632,167,7,632,626,167,370,3286.08,Medium
633,168,45,633,626,401,633,7421.3,Large
634,169,188,634,626,456,634,6432.64,Medium
635,300,25,635,626,300,20,4840.87,Medium
636,537,116,636,626,537,24,3892.08,Medium
637,459,63,637,626,459,465,5526.32,Medium
638,173,24,638,626,173,393,4459.62,Medium
639,174,174,639,626,174,243,6203.4,Medium
640,462,462,640,626,462,640,3754.05,Medium
641,176,171,641,626,176,371,3516.48,Medium
642,464,464,642,626,464,642,7488.04,Large
643,178,168,643,626,178,121,3448.08,Medium
644,45,23,644,626,412,644,3734,Medium
645,467,65,645,626,467,645,974.1,Small
646,20,10,10,626,468,646,3160.74,Medium
647,469,2,647,626,469,647,1746.63,Small
648,648,571,648,626,648,648,4207.84,Medium
649,364,16,649,626,364,15,4352.76,Medium
650,472,44,650,626,472,650,1463.7,Small
651,473,106,651,626,473,377,7169.28,Large
652,185,20,652,626,185,32,4594.76,Medium
653,266,25,653,653,266,256,3457.92,Medium
654,368,31,654,653,368,380,7381.16,Large
655,188,188,655,653,188,306,7146.9,Large
656,370,182,656,653,370,656,5938.53,Medium
657,371,128,657,653,371,657,7110.91,Large
658,191,30,658,653,191,96,5032.95,Medium
659,32,174,659,653,192,659,3667.6,Medium
660,113,374,660,653,374,368,7381.16,Large
661,34,71,661,653,375,56,5128.11,Medium
662,142,142,662,653,142,263,7060.24,Large
663,377,377,663,653,377,218,8448.64,Large
664,277,177,664,653,277,234,7300.51,Large
665,198,25,665,653,379,288,6549.2,Medium
666,39,143,666,653,146,276,5697.9,Medium
667,199,44,667,653,381,241,9169,Large
668,120,44,668,653,200,451,3238.63,Medium
669,42,0,669,653,383,669,4554.94,Medium
670,150,15,670,653,150,59,3934.44,Medium
671,151,203,671,653,203,671,5776.26,Medium
672,124,11,672,653,284,417,7207.45,Large
673,205,134,673,653,205,217,7460.74,Large
674,336,188,674,653,336,215,6719.54,Medium
675,48,25,675,653,287,659,2428,Small
676,208,44,676,653,208,411,2602.25,Small
677,50,44,677,653,209,677,2200,Small
678,392,25,678,653,392,93,6712.93,Medium
679,53,14,679,653,160,172,5318.04,Medium
680,578,45,680,680,578,680,3390,Medium
681,527,202,681,680,527,681,1608,Small
682,477,462,682,680,580,682,2262.96,Small
683,479,377,683,680,479,683,1496.64,Small
684,480,4,684,680,480,684,1879.74,Small
685,453,481,685,680,481,685,1495.26,Small
686,167,44,686,680,482,686,2323.7,Small
687,483,483,687,680,483,687,2491.86,Small
688,169,188,688,680,456,688,1643.12,Small
689,587,28,689,680,587,689,1322.16,Small
690,486,34,690,680,486,690,1423.8,Small
691,459,418,691,680,538,691,2397.45,Small
692,41,41,692,680,41,692,1574,Small
693,542,143,693,680,542,693,1729,Small
694,694,374,694,680,694,694,2255.84,Small
695,44,44,695,680,44,695,1834.5,Small
696,467,202,696,680,494,696,3201.5,Medium
697,595,162,697,680,595,697,2276.4,Small
698,548,3,698,680,548,72,8884.8,Large
699,549,25,699,680,597,699,1331.1,Small
700,550,131,700,680,550,700,3051.3,Medium
701,599,21,21,680,599,701,2288.52,Small
702,266,25,702,702,266,702,3772.61,Medium
703,134,134,703,702,134,128,4164.42,Medium
704,188,188,704,702,188,385,6295.95,Medium
705,370,182,705,702,370,417,6287.66,Medium
706,371,128,706,702,371,217,5412.54,Medium
707,191,30,707,702,191,707,5984.14,Medium
708,32,108,708,702,139,143,5891.04,Medium
709,113,374,709,702,374,709,5984.14,Medium
710,34,71,710,702,375,710,3608.15,Medium
711,142,142,711,702,142,267,5752.54,Medium
712,144,44,712,702,144,136,3765.32,Medium
713,198,25,713,702,379,713,2159.96,Small
714,39,143,714,702,146,714,3379.94,Medium
715,199,44,715,702,381,715,5093.5,Medium
716,148,18,716,702,148,143,5773.44,Medium
717,42,0,717,702,383,86,4528.86,Medium
718,150,15,718,702,150,718,4816.08,Medium
719,151,35,719,702,151,37,3416.78,Medium
720,124,11,720,702,284,720,1236.84,Small
721,153,27,721,702,153,283,5814.86,Medium
722,336,188,722,702,336,722,5223.48,Medium
723,48,25,723,702,287,723,728.4,Small
724,49,51,51,702,156,724,3949,Medium
725,725,25,725,702,725,725,3843.99,Medium
726,392,25,726,702,392,726,5498.08,Medium
727,53,14,727,702,160,727,3777.58,Medium
728,728,177,728,728,728,728,3782,Medium
729,527,202,729,728,527,393,3859.68,Medium
730,477,462,730,728,580,525,4431.84,Medium
731,479,377,731,728,479,83,4950.33,Medium
732,480,4,732,728,480,224,4299.7,Medium
733,453,481,733,728,481,733,4492.83,Medium
734,167,44,734,728,482,395,2212,Small
735,483,483,735,728,483,735,4642.88,Medium
736,169,188,736,728,456,373,3206.32,Medium
737,587,28,737,728,587,59,3604.23,Medium
738,486,34,738,728,486,738,7017.76,Large
739,739,142,739,728,739,739,6154.18,Medium
740,41,41,740,728,41,740,4750.8,Medium
741,542,143,741,728,542,741,3822.92,Medium
742,43,43,742,728,43,742,2440.8,Small
743,44,44,743,728,44,743,4729.36,Medium
744,45,45,744,728,45,53,12536.5,Large
745,467,202,745,728,494,745,2264.15,Small
746,595,162,746,728,595,276,3928.2,Medium
747,469,2,747,728,469,233,3630.22,Medium
748,548,3,748,728,548,56,4196.07,Medium
749,498,25,749,728,498,749,4931.6,Medium
750,472,44,750,728,472,750,3068.69,Medium
751,751,143,751,728,751,751,785.64,Small
752,599,21,21,728,599,752,4977,Medium
753,26,17,753,753,26,753,1189.98,Small
754,134,134,754,753,134,754,3090.15,Medium
755,28,28,755,753,28,755,2795.86,Small
756,29,5,756,753,29,756,2851.54,Small
757,371,128,757,753,371,757,2701.92,Small
758,191,30,758,753,191,758,2204.1,Small
759,32,108,759,753,139,759,2840.48,Small
760,113,374,760,753,374,760,2647.04,Small
761,34,34,761,753,34,761,3172.05,Medium
762,142,142,762,753,142,762,2585.93,Small
763,143,143,763,753,143,763,2148.3,Small
764,144,44,764,753,144,764,1667.4,Small
765,198,25,765,753,379,765,1859.7,Small
766,39,143,766,753,146,766,1476.6,Small
767,199,44,767,753,381,767,1732,Small
768,148,18,768,753,148,768,1674.17,Small
769,42,42,769,753,42,769,1500.98,Small
770,150,15,770,753,150,770,2192.68,Small
771,151,35,771,753,151,771,1797.58,Small
772,45,45,772,753,45,772,2142.35,Small
773,153,27,773,753,153,773,2086.92,Small
774,47,10,10,753,47,715,6834.5,Medium
775,48,44,775,753,48,775,2541.59,Small
776,49,51,51,753,156,776,2130.92,Small
777,50,4,777,753,50,777,1701.7,Small
778,51,51,51,753,51,778,1694,Small
779,392,25,779,753,392,779,2913.53,Small
780,53,14,780,753,160,780,935.18,Small
781,552,481,781,781,552,781,3073.26,Medium
782,55,10,10,781,55,782,2082.49,Small
783,783,25,783,781,783,783,3394.23,Medium
784,3,3,784,781,3,784,2559.6,Small
785,5,5,785,781,5,785,1490.16,Small
786,63,63,786,781,63,786,3844,Medium
787,10,10,10,781,10,69,4724.91,Medium
788,788,120,788,781,788,788,1824.72,Small
789,563,131,789,781,563,789,2668.68,Small
790,13,13,790,781,13,790,2843.61,Small
791,14,14,791,781,14,791,3163.65,Medium
792,566,464,792,781,566,792,2226.11,Small
793,793,196,793,781,793,793,2069.75,Small
794,17,71,794,781,71,794,2235.33,Small
795,18,18,795,781,18,795,3116.43,Medium
796,570,106,796,781,570,30,4781.7,Medium
797,74,39,797,781,74,154,2810.7,Small
798,798,554,798,781,798,118,3515.67,Medium
799,76,32,799,781,76,799,2909.34,Small
800,574,25,800,781,574,800,1570.17,Small
801,575,1,801,781,575,801,2613.92,Small
802,802,12,802,781,802,802,3193.26,Medium
803,577,174,803,781,577,803,1482.6,Small
804,0,0,804,804,0,804,2055.23,Small
805,55,10,10,804,55,805,2674.9,Small
806,2,2,806,804,2,806,1853.4,Small
807,3,3,807,804,3,807,1490.1,Small
808,4,4,808,804,4,808,2162.16,Small
809,5,5,809,804,5,809,2814.28,Small
810,6,6,810,804,6,810,1605,Small
811,7,7,811,804,7,811,2093.44,Small
812,8,8,812,804,8,812,1944.3,Small
813,63,63,813,804,63,813,1986.8,Small
814,10,10,10,804,10,814,1695.96,Small
815,65,65,815,804,65,815,1281.56,Small
816,12,12,816,804,12,816,1774.22,Small
817,13,13,817,804,13,817,1997.5,Small
818,14,14,818,804,14,818,2353.2,Small
819,15,15,819,804,15,819,981.2,Small
820,70,70,820,804,70,820,1550.72,Small
821,17,71,821,804,71,821,1771.06,Small
822,18,18,822,804,18,822,2213.4,Small
823,19,0,823,804,19,160,5266.04,Medium
824,74,39,824,804,74,824,1864.8,Small
825,101,5,825,804,101,825,1142.41,Small
826,76,32,826,804,76,826,1172.6,Small
827,23,42,827,804,184,76,6981,Medium
828,78,9,828,804,78,828,3064.6,Medium
829,25,25,829,804,25,829,2202.48,Small
830,728,177,830,830,728,373,3773.38,Medium
831,527,202,831,830,527,627,5074.39,Medium
832,477,10,10,830,477,13,6483.46,Medium
833,478,21,21,830,478,228,7956.46,Large
834,479,377,834,830,479,834,4230.62,Medium
835,480,4,835,830,480,44,7209.12,Large
836,453,481,836,830,481,621,3452.68,Medium
837,167,44,837,830,482,554,3047.73,Medium
838,483,483,838,830,483,838,3675.32,Medium
839,484,25,839,830,484,839,7492.4,Large
840,587,28,840,830,587,322,9534.5,Large
841,486,34,841,830,486,841,5579.02,Medium
842,487,25,842,830,487,531,5950.34,Medium
843,843,418,843,830,843,121,3726,Medium
844,41,41,844,830,41,439,4455,Medium
845,490,7,845,830,490,553,8272.34,Large
846,43,43,846,830,43,542,3577.6,Medium
847,44,44,847,830,44,847,3881.25,Medium
848,45,45,848,830,45,211,5797.44,Medium
849,467,202,849,830,494,849,1264.08,Small
850,47,10,10,830,47,404,4815.3,Medium
851,469,2,851,830,469,47,4462.2,Medium
852,548,3,852,830,548,852,3033.28,Medium
853,498,25,853,830,498,853,990.78,Small
854,472,44,854,830,472,854,2030.86,Small
855,599,44,855,830,855,309,5433.75,Medium
856,448,65,856,856,448,373,3157.44,Medium
857,528,70,857,856,528,268,5161.2,Medium
858,529,1,858,856,529,98,4346.76,Medium
859,451,51,51,856,451,859,3528.36,Medium
860,452,203,860,856,452,16,3187.8,Medium
861,453,13,861,856,532,861,6023.16,Medium
862,167,7,862,856,167,279,3884.76,Medium
863,168,45,863,856,401,215,4965.84,Medium
864,169,188,864,856,456,167,4169.88,Medium
865,300,25,865,856,300,151,4910.4,Medium
866,537,116,866,856,537,62,3231.36,Medium
867,459,418,867,856,538,867,6853.44,Medium
868,173,24,868,856,173,465,5177.04,Medium
869,174,174,869,856,174,85,2824.8,Small
870,462,462,870,856,462,128,4324.32,Medium
871,176,171,871,856,176,871,5052.96,Medium
872,464,464,872,856,464,724,3223.44,Medium
873,178,25,873,856,544,267,5278.68,Medium
874,45,23,874,856,412,874,2851.2,Small
875,467,65,875,856,467,875,1687.4,Small
876,20,1,876,856,547,876,1308,Small
877,648,571,877,856,648,877,6144.6,Medium
878,549,25,878,856,597,640,5127.2,Medium
879,550,131,879,856,550,879,6386.16,Medium
880,185,20,880,856,185,880,7695.6,Large
881,26,17,881,881,26,881,2242.89,Small
882,27,27,882,881,27,63,2539.89,Small
883,28,28,883,881,28,883,2795.27,Small
884,478,21,21,881,478,252,5545.76,Medium
885,30,30,885,881,30,885,4285.46,Medium
886,31,31,886,881,31,741,3329.09,Medium
887,32,32,887,881,32,368,5592.22,Medium
888,33,33,888,881,33,888,3298.55,Medium
889,483,483,889,881,483,889,2609.88,Small
890,35,35,890,881,35,890,3336.29,Medium
891,36,36,891,881,36,88,5510.05,Medium
892,37,37,892,881,37,371,2504.4,Small
893,487,25,893,881,487,47,3525.6,Medium
894,894,131,894,881,894,894,4407,Medium
895,40,21,21,881,40,895,2983.44,Small
896,41,41,896,881,41,268,5126.24,Medium
897,42,42,897,881,42,897,5713.79,Medium
898,43,43,898,881,43,738,4613.8,Medium
899,44,44,899,881,44,899,3711.1,Medium
900,45,45,900,881,45,189,3524.73,Medium
901,46,8,901,881,46,901,2795.27,Small
902,47,10,10,881,47,388,4814.4,Medium
903,48,44,903,881,48,903,3572.33,Medium
904,49,49,904,881,49,19,4581.36,Medium
905,50,4,905,881,50,228,4319.76,Medium
906,51,51,51,881,51,906,1448,Small
907,500,119,907,881,907,907,881.4,Small
908,26,17,908,908,26,908,2011.1,Small
909,476,8,909,908,476,909,1801.24,Small
910,28,28,910,908,28,910,3390.2,Medium
911,478,21,21,908,478,911,1424,Small
912,30,30,912,908,30,912,1499.1,Small
913,31,31,913,908,31,913,3358.08,Medium
914,453,481,914,908,481,914,1504.16,Small
915,33,33,915,908,33,915,2655.12,Small
916,483,483,916,908,483,916,1244.16,Small
917,35,35,917,908,35,917,1888.88,Small
918,36,36,918,908,36,918,1820.01,Small
919,37,37,919,908,37,919,2866.95,Small
920,487,25,920,908,487,920,1394.16,Small
921,894,131,921,908,894,921,2632.28,Small
922,922,20,922,908,922,922,2018.56,Small
923,41,41,923,908,41,923,2954.53,Small
924,42,42,924,908,42,924,1871.83,Small
925,43,43,925,908,43,925,1559.04,Small
926,44,44,926,908,44,926,1880.2,Small
927,45,45,927,908,45,927,1224.67,Small
928,467,202,928,908,494,928,2979.08,Small
929,47,10,10,908,47,929,2208.64,Small
930,48,44,930,908,48,930,3458.42,Medium
931,49,49,931,908,49,931,1237.88,Small
932,50,4,932,908,50,932,2723.2,Small
933,933,138,933,908,933,933,2218.52,Small
934,500,119,934,908,907,934,1665.32,Small
935,552,481,935,935,552,935,3421.04,Medium
936,107,20,936,935,107,936,1878.66,Small
937,554,937,937,935,937,937,3853.6,Medium
938,109,109,938,935,109,938,3442.64,Medium
939,110,16,939,935,110,939,3482.16,Medium
940,111,42,940,935,111,940,3363.52,Medium
941,112,112,941,935,112,941,3350.52,Medium
942,113,113,942,935,113,942,2862.72,Small
943,114,114,943,935,114,943,4036.04,Medium
944,115,115,944,935,115,226,2817.92,Small
945,116,116,945,935,116,945,4636.38,Medium
946,117,0,946,935,117,946,1553.58,Small
947,564,25,947,935,564,947,2697.6,Small
948,119,119,948,935,119,948,3334.04,Medium
949,120,120,949,935,120,949,2059.26,Small
950,567,567,950,935,567,950,2023.14,Small
951,122,33,951,935,122,951,2586.64,Small
952,123,123,952,935,123,952,1987.02,Small
953,570,106,953,935,570,953,1146.5,Small
954,571,571,954,935,571,954,2312.24,Small
955,126,25,955,935,126,955,2793.71,Small
956,128,128,956,935,128,956,1908.28,Small
957,574,25,957,935,574,957,3441.37,Medium
958,575,1,958,935,575,958,2023.28,Small
959,131,131,959,935,131,959,2245.2,Small
960,132,121,960,935,132,960,3255.12,Medium
961,26,17,961,961,26,223,2539.5,Small
962,476,8,962,961,476,218,4818.15,Medium
963,28,28,963,961,28,963,2921.7,Small
964,478,21,21,961,478,964,1801.2,Small
965,30,30,965,961,30,336,2804.36,Small
966,31,31,966,961,31,839,4900.8,Medium
967,453,481,967,961,481,967,2759.31,Small
968,33,33,968,961,33,439,2488.2,Small
969,483,483,969,961,483,63,2769.89,Small
970,35,35,970,961,35,970,3581.4,Medium
971,36,36,971,961,36,243,5285.14,Medium
972,37,37,972,961,37,82,3181.53,Medium
973,487,25,973,961,487,37,3340.51,Medium
974,894,131,974,961,894,974,3138.34,Medium
975,40,21,21,961,40,28,4775.08,Medium
976,41,41,976,961,41,841,3006.43,Medium
977,42,42,977,961,42,451,2866.26,Small
978,43,43,978,961,43,978,2232.62,Small
979,44,44,979,961,44,203,4457.02,Medium
980,45,45,980,961,45,980,2257.92,Small
981,467,202,981,961,494,981,1592,Small
982,47,10,10,961,47,566,4948.2,Medium
983,48,44,983,961,48,983,5160.76,Medium
984,49,49,984,961,49,984,1978.62,Small
985,50,4,985,961,50,985,4288.2,Medium
986,933,138,986,961,933,986,2520.68,Small
987,500,119,987,961,907,987,1781.22,Small
988,106,106,988,988,106,303,3065.04,Medium
989,187,30,989,988,187,460,3551.34,Medium
990,990,25,990,988,990,49,5544.02,Medium
991,189,44,991,988,189,417,6034.33,Medium
992,190,25,992,988,190,478,3641.57,Medium
993,138,23,993,988,993,657,6930.74,Medium
994,994,197,994,988,994,16,3675.63,Medium
995,113,109,995,988,193,995,3442.04,Medium
996,114,38,996,988,194,327,6893.81,Medium
997,195,34,997,988,195,281,2622.48,Small
998,998,119,998,988,998,340,4417.38,Medium
999,999,123,999,988,999,999,3606.02,Medium
1000,117,0,1000,988,117,1000,3802.56,Medium
1001,119,119,1001,988,119,535,5026.4,Medium
1002,120,44,1002,988,200,218,6695.53,Medium
1003,201,41,1003,988,201,51,2819.28,Small
1004,122,202,1004,988,202,1004,3759.04,Medium
1005,151,203,1005,988,203,97,2731.8,Small
1006,124,17,1006,988,124,1006,1658.88,Small
1007,205,134,1007,988,205,372,5778.24,Medium
1008,126,25,1008,988,126,871,5191.12,Medium
1009,288,39,1009,988,288,172,3862.88,Medium
1010,725,25,1010,988,725,1010,1476.48,Small
1011,340,44,1011,988,340,108,5273.73,Medium
1012,132,121,1012,988,132,879,4872.03,Medium
1013,266,25,1013,1013,266,451,4556.99,Medium
1014,448,65,1014,1013,448,368,8257,Large
1015,134,134,1015,1013,134,143,8209.44,Large
1016,162,162,1016,1013,162,278,3598.5,Medium
1017,188,188,1017,1013,188,1017,3837.24,Medium
1018,450,112,1018,1013,450,225,8331.61,Large
1019,370,182,1019,1013,370,38,4836.5,Medium
1020,451,51,51,1013,451,1020,5418.88,Medium
1021,371,128,1021,1013,371,1021,3734.01,Medium
1022,295,115,1022,1013,295,97,3996.4,Medium
1023,191,30,1023,1013,191,1023,8754.69,Large
1024,453,52,1024,1013,453,128,5481.45,Medium
1025,32,108,1025,1013,139,640,4419.89,Medium
1026,167,7,1026,1013,167,331,6324.75,Medium
1027,113,374,1027,1013,374,1027,4409.72,Medium
1028,168,45,1028,1013,401,146,3918.46,Medium
1029,34,71,1029,1013,375,1029,7620.5,Large
1030,169,25,1030,1013,169,7,8291.04,Large
1031,142,142,1031,1013,142,847,3937.25,Medium
1032,300,25,1032,1013,300,407,5554.4,Medium
1033,171,171,1033,1013,171,657,6407.86,Medium
1034,144,44,1034,1013,144,724,4172.52,Medium
1035,405,128,1035,1013,405,305,7083.37,Large
1036,198,25,1036,1013,379,1036,7132.68,Large
1037,173,24,1037,1013,173,238,6773.6,Medium
1038,39,143,1038,1013,146,95,3657.69,Medium
1039,174,174,1039,1013,174,534,4812.55,Medium
1040,199,44,1040,1013,381,1040,3928.6,Medium
1041,462,462,1041,1013,462,163,6401.22,Medium
1042,148,18,1042,1013,148,1042,4191.25,Medium
1043,176,171,1043,1013,176,1043,5852.52,Medium
1044,42,0,1044,1013,383,176,2844.87,Small
1045,464,464,1045,1013,464,16,4011.66,Medium
1046,150,15,1046,1013,150,57,7455.87,Large
1047,178,168,1047,1013,178,44,8940.96,Large
1048,151,35,1048,1013,151,278,4572.25,Medium
1049,45,23,1049,1013,412,285,5700.09,Medium
1050,124,11,1050,1013,284,1050,3155.49,Medium
1051,467,65,1051,1013,467,725,4170.69,Medium
1052,153,27,1052,1013,153,85,2878.8,Small
1053,20,10,10,1013,468,119,5029.5,Medium
1054,336,188,1054,1013,336,1054,7396.8,Large
1055,48,25,1055,1013,287,1055,2991.68,Small
1056,648,571,1056,1013,648,89,6275.72,Medium
1057,49,51,51,1013,156,1057,1534.95,Small
1058,364,16,1058,1013,364,128,7264.53,Large
1059,725,25,1059,1013,725,35,6869.05,Medium
1060,1060,25,1060,1013,1060,724,3353.02,Medium
1061,418,418,1061,1013,418,1061,8289.05,Large
1062,392,25,1062,1013,392,1062,11887.8,Large
1063,185,20,1063,1013,185,1063,5926.9,Medium
1064,53,14,1064,1013,160,1064,3793.16,Medium
1065,106,106,1065,1065,106,150,4330.1,Medium
1066,187,30,1066,1065,187,1066,2011.8,Small
1067,990,25,1067,1065,990,93,4837.18,Medium
1068,189,44,1068,1065,189,1068,2151.82,Small
1069,190,25,1069,1065,190,1069,2573.46,Small
1070,191,30,1070,1065,191,322,5344.5,Medium
1071,994,197,1071,1065,994,96,3070.52,Medium
1072,113,109,1072,1065,193,1072,3952.83,Medium
1073,114,38,1073,1065,194,36,3564.75,Medium
1074,195,34,1074,1065,195,630,5614.56,Medium
1075,998,119,1075,1065,998,1075,1855.41,Small
1076,999,123,1076,1065,999,1076,4598.4,Medium
1077,117,0,1077,1065,117,1077,5082.42,Medium
1078,119,119,1078,1065,119,1078,5450.59,Medium
1079,120,44,1079,1065,200,50,4174.92,Medium
1080,201,41,1080,1065,201,999,2418.24,Small
1081,122,202,1081,1065,202,1081,3670.4,Medium
1082,151,203,1082,1065,203,1082,2481.7,Small
1083,1083,27,1083,1065,1083,39,3807.68,Medium
1084,205,134,1084,1065,205,1021,2230.41,Small
1085,126,25,1085,1065,126,1085,3814.64,Medium
1086,288,39,1086,1065,288,1086,2117.75,Small
1087,725,25,1087,1065,725,146,3340.48,Medium
1088,340,44,1088,1065,340,1088,2154,Small
1089,132,121,1089,1065,132,1089,5808.48,Medium
1090,161,161,1090,1090,161,1090,1777.1,Small
1091,162,162,1091,1090,162,1091,1536.57,Small
1092,163,44,1092,1090,163,1092,3510,Medium
1093,164,49,1093,1090,164,1093,3097.44,Medium
1094,4,4,1094,1090,4,1094,1705.41,Small
1095,166,51,51,1090,166,1095,2264.32,Small
1096,167,7,1096,1090,167,1096,2484.6,Small
1097,168,168,1097,1090,168,1097,3415.68,Medium
1098,169,25,1098,1090,169,1098,2839.32,Small
1099,9,9,1099,1090,9,1099,2730,Small
1100,171,171,1100,1090,171,1100,3540.53,Medium
1101,172,106,1101,1090,172,1101,2999.97,Small
1102,1102,9,1102,1090,1102,1102,1527.8,Small
1103,1103,483,1103,1090,1103,1103,3907.8,Medium
1104,175,175,1104,1090,175,1104,2658.48,Small
1105,176,171,1105,1090,176,1105,3042.68,Medium
1106,177,177,1106,1090,177,1106,3861.2,Medium
1107,178,168,1107,1090,178,1107,2171.07,Small
1108,179,258,1108,1090,258,1108,3403.08,Medium
1109,19,0,1109,1090,19,1109,2245.8,Small
1110,20,10,10,1090,468,1110,1668.5,Small
1111,182,182,1111,1090,182,1111,2773.8,Small
1112,549,25,1112,1090,549,68,2464,Small
1113,472,44,1113,1090,472,1113,5491.6,Medium
1114,26,17,1114,1114,26,1114,4791.82,Medium
1115,476,8,1115,1114,476,656,4178.85,Medium
1116,28,28,1116,1114,28,1116,3128.92,Medium
1117,478,21,21,1114,478,216,3095.4,Medium
1118,479,377,1118,1114,479,1118,3958.5,Medium
1119,31,31,1119,1114,31,250,4991.44,Medium
1120,453,481,1120,1114,481,1120,2761.96,Small
1121,167,44,1121,1114,482,1121,2848.23,Small
1122,483,483,1122,1114,483,1122,2539.84,Small
1123,35,35,1123,1114,35,1123,2444.4,Small
1124,36,36,1124,1114,36,228,4555.92,Medium
1125,486,34,1125,1114,486,1125,3666.96,Medium
1126,487,25,1126,1114,487,1126,3035.88,Medium
1127,894,131,1127,1114,894,1127,2321.54,Small
1128,41,41,1128,1114,41,424,3474.46,Medium
1129,1129,937,1129,1114,1129,1129,2501.98,Small
1130,43,43,1130,1114,43,28,3958.46,Medium
1131,44,44,1131,1114,44,83,3535.95,Medium
1132,124,177,1132,1114,1132,1132,3011.91,Medium
1133,46,8,1133,1114,46,81,11336.7,Large
1134,47,10,10,1114,47,146,2656.94,Small
1135,48,44,1135,1114,48,278,2604.25,Small
1136,49,49,1136,1114,49,1136,3288.6,Medium
1137,50,44,1137,1114,209,1137,8935.5,Large
1138,933,138,1138,1114,933,378,4035.96,Medium
1139,500,119,1139,1114,907,1139,1875.09,Small
1140,161,161,1140,1140,161,432,4049.56,Medium
1141,162,162,1141,1140,162,176,2469.39,Small
1142,163,44,1142,1140,163,1142,5432.7,Medium
1143,164,49,1143,1140,164,57,4405.22,Medium
1144,4,4,1144,1140,4,728,3638,Medium
1145,166,51,51,1140,166,333,4444.92,Medium
1146,167,7,1146,1140,167,84,3395.48,Medium
1147,168,168,1147,1140,168,834,3414.58,Medium
1148,169,25,1148,1140,169,48,5127.04,Medium
1149,9,9,1149,1140,9,1149,3745.28,Medium
1150,171,171,1150,1140,171,725,4564.08,Medium
1151,172,106,1151,1140,172,243,6554.24,Medium
1152,1102,9,1152,1140,1102,382,6749.83,Medium
1153,1103,483,1153,1140,1103,327,8427.02,Large
1154,175,175,1154,1140,175,216,3924.6,Medium
1155,176,171,1155,1140,176,1155,6761.6,Medium
1156,177,177,1156,1140,177,11,3786.49,Medium
1157,178,168,1157,1140,178,116,6266.12,Medium
1158,179,27,1158,1140,179,1042,3491,Medium
1159,1159,161,1159,1140,1159,98,4405.22,Medium
1160,20,10,10,1140,468,1160,6548.3,Medium
1161,1161,25,1161,1140,1161,11,3177.91,Medium
1162,182,182,1162,1140,182,369,4142.64,Medium
1163,549,25,1163,1140,549,1163,4149.07,Medium
1164,472,44,1164,1140,472,322,7397,Large
1165,448,65,1165,1165,448,739,6241.6,Medium
1166,528,70,1166,1165,528,32,5331.88,Medium
1167,529,1,1167,1165,529,82,5124.3,Medium
1168,451,51,51,1165,451,1168,3639.44,Medium
1169,452,203,1169,1165,452,1169,5544,Medium
1170,453,13,1170,1165,532,1170,5493.12,Medium
1171,167,7,1171,1165,167,656,5785.26,Medium
1172,168,45,1172,1165,401,1172,5340.6,Medium
1173,169,188,1173,1165,456,1173,5735.8,Medium
1174,300,25,1174,1165,300,30,6357.6,Medium
1175,537,116,1175,1165,537,283,7343.9,Large
1176,459,63,1176,1165,459,10,5959.22,Medium
1177,173,24,1177,1165,173,179,4029.38,Medium
1178,174,174,1178,1165,174,393,5035.14,Medium
1179,462,462,1179,1165,462,82,4116.8,Medium
1180,176,171,1180,1165,176,154,4310.55,Medium
1181,464,464,1181,1165,464,1181,6446.7,Medium
1182,178,25,1182,1165,544,1182,3616.64,Medium
1183,45,23,1183,1165,412,1064,4232.76,Medium
1184,467,65,1184,1165,467,1184,1765.66,Small
1185,20,1,1185,1165,547,1185,3734.72,Medium
1186,548,3,1186,1165,548,283,4808.38,Medium
1187,549,25,1187,1165,597,1187,2266.56,Small
1188,473,106,1188,1165,473,1188,10468.9,Large
1189,185,20,1189,1165,185,553,5589.14,Medium
1190,161,161,1190,1190,161,1190,2914.11,Small
1191,162,162,1191,1190,162,1191,1740.9,Small
1192,163,44,1192,1190,163,1192,2266.2,Small
1193,1193,554,1193,1190,1193,1193,3155.58,Medium
1194,4,4,1194,1190,4,1194,1357.86,Small
1195,166,51,51,1190,166,1195,2598.82,Small
1196,6,6,1196,1190,6,1196,1057.56,Small
1197,168,168,1197,1190,168,1197,3127.82,Medium
1198,9,9,1198,1190,9,1198,2488.14,Small
1199,250,6,1199,1190,250,1199,2220.72,Small
1200,11,11,1200,1190,11,1200,1357.72,Small
1201,1102,9,1201,1190,1102,1201,1638.04,Small
1202,1202,121,1202,1190,1202,1202,2626.08,Small
1203,175,175,1203,1190,175,1203,1661.88,Small
1204,1204,134,1204,1190,1204,1204,2173.6,Small
1205,16,16,1205,1190,16,1205,2182.05,Small
1206,178,168,1206,1190,178,1206,2819.88,Small
1207,179,258,1207,1190,258,1207,2598.64,Small
